# Model:              Yoke ima Lab _ Vitor -V5.mph
# Version:            COMSOL 5.3.0.260
# Date:               Jan 15 2020, 14:49
# Dimension:          2
# Nodes:              10201
# Expressions:        1
# Description:        Campo aplicado
# Length unit:        m
# R                       Z                        mf2.normH (A/m)
0.0495                    -0.0026000000000000003   45.525326905838696
0.05                      -0.0026000000000000003   46.10570637444937
0                         -0.0027                  115.88393928234255
5.0E-4                    -0.0027                  115.88059728973616
0.001                     -0.0027                  115.87725536444066
0.0015                    -0.0027                  115.87391350646178
0.002                     -0.0027                  115.87057171580548
0.0025                    -0.0027                  115.86722999247746
0.003                     -0.0027                  115.86388833648365
0.0035                    -0.0027                  103.64057570279859
0.004                     -0.0027                  103.64139234804081
0.0045000000000000005     -0.0027                  103.64220919695875
0.005                     -0.0027                  103.64302624954759
0.0055                    -0.0027                  103.6438435058025
0.006                     -0.0027                  103.6446609657186
0.006500000000000001      -0.0027                  103.64547862929112
0.007                     -0.0027                  103.64629649651526
0.0075                    -0.0027                  103.64711456738625
0.008                     -0.0027                  257.1705039930615
0.0085                    -0.0027                  235.95930698776607
0.009000000000000001      -0.0027                  217.10549909216562
0.0095                    -0.0027                  200.23691135423243
0.01                      -0.0027                  185.05581395930787
0.0105                    -0.0027                  171.32119335577792
0.011                     -0.0027                  158.83586301534143
0.0115                    -0.0027                  147.43693674684735
0.012                     -0.0027                  136.988683847983
0.0125                    -0.0027                  127.37709921743566
0.013000000000000001      -0.0027                  118.50572675106284
0.0135                    -0.0027                  110.29241115017965
0.014                     -0.0027                  102.66674610688487
0.0145                    -0.0027                  95.56805085840786
0.015                     -0.0027                  88.94375193073337
0.0155                    -0.0027                  82.74807871179456
0.016                     -0.0027                  76.94100437831437
0.0165                    -0.0027                  71.4873803586512
0.017                     -0.0027                  66.35622478562573
0.0175                    -0.0027                  61.52013454244635
0.018000000000000002      -0.0027                  56.954797413590626
0.0185                    -0.0027                  52.63858614997949
0.019                     -0.0027                  48.55222040634057
0.0195                    -0.0027                  44.678485858447196
0.02                      -0.0027                  41.002002655102324
0.0205                    -0.0027                  37.509037982033114
0.021                     -0.0027                  34.18736023222994
0.021500000000000002      -0.0027                  31.026135534058696
0.022                     -0.0027                  28.015871903676786
0.0225                    -0.0027                  25.14842335844409
0.023                     -0.0027                  22.41707844416465
0.0235                    -0.0027                  19.81677986097678
0.024                     -0.0027                  17.34456497777615
0.0245                    -0.0027                  15.000404788051773
0.025                     -0.0027                  12.788805393464797
0.025500000000000002      -0.0027                  10.721944518783594
0.026000000000000002      -0.0027                  8.82599950978911
0.0265                    -0.0027                  7.153947337786665
0.027                     -0.0027                  5.8086277564841575
0.0275                    -0.0027                  4.963050421131689
0.028                     -0.0027                  4.79615573765001
0.0285                    -0.0027                  5.300047857526358
0.029                     -0.0027                  6.261660770067176
0.029500000000000002      -0.0027                  7.465931959846839
0.03                      -0.0027                  8.78239928216921
0.0305                    -0.0027                  10.142935524184702
0.031                     -0.0027                  11.512358201247983
0.0315                    -0.0027                  12.872002058931384
0.032                     -0.0027                  14.211705207333308
0.0325                    -0.0027                  15.52588663002008
0.033                     -0.0027                  16.811546612954945
0.0335                    -0.0027                  18.067197209157328
0.034                     -0.0027                  19.292263220901432
0.0345                    -0.0027                  20.48673263636852
0.035                     -0.0027                  21.65094525830697
0.035500000000000004      -0.0027                  22.785460982678813
0.036000000000000004      -0.0027                  23.89097562797553
0.0365                    -0.0027                  24.968266044045546
0.037                     -0.0027                  26.01815374497545
0.0375                    -0.0027                  27.041480541440414
0.038                     -0.0027                  28.03909210675437
0.0385                    -0.0027                  29.01182688163733
0.039                     -0.0027                  29.96050862525475
0.0395                    -0.0027                  30.88594148782463
0.04                      -0.0027                  31.788906844216516
0.0405                    -0.0027                  32.670161366409616
0.041                     -0.0027                  33.53043597175384
0.0415                    -0.0027                  34.370435391358036
0.042                     -0.0027                  35.19083817680775
0.0425                    -0.0027                  35.9922970149198
0.043000000000000003      -0.0027                  36.77543925630711
0.043500000000000004      -0.0027                  37.54086758939722
0.044                     -0.0027                  38.28916080999157
0.0445                    -0.0027                  39.020874649907185
0.045                     -0.0027                  39.73654263806682
0.0455                    -0.0027                  40.43667697456913
0.046                     -0.0027                  41.12176940361187
0.0465                    -0.0027                  41.79229207516796
0.047                     -0.0027                  42.44869838814295
0.0475                    -0.0027                  43.09142381003996
0.048                     -0.0027                  43.72088666982402
0.0485                    -0.0027                  44.33748892181136
0.049                     -0.0027                  44.94161687941665
0.0495                    -0.0027                  45.53364191829019
0.05                      -0.0027                  46.11392114877704
0                         -0.0028                  115.88284891676295
5.0E-4                    -0.0028                  115.87950692341104
0.001                     -0.0028                  115.87616499737054
0.0015                    -0.0028                  115.87282313864739
0.002                     -0.0028                  115.86948134724713
0.0025                    -0.0028                  115.86613962317602
0.003                     -0.0028                  115.8627979664395
0.0035                    -0.0028                  103.63877190923714
0.004                     -0.0028                  103.63958853768978
0.0045000000000000005     -0.0028                  103.64040536982195
0.005                     -0.0028                  103.64122240562871
0.0055                    -0.0028                  103.64203964510553
0.006                     -0.0028                  103.64285708824728
0.006500000000000001      -0.0028                  103.64367473504922
0.007                     -0.0028                  103.64449258550668
0.0075                    -0.0028                  281.1453662586668
0.008                     -0.0028                  257.1095477454309
0.0085                    -0.0028                  235.90204623807114
0.009000000000000001      -0.0028                  217.05152357006764
0.0095                    -0.0028                  200.1858756071616
0.01                      -0.0028                  185.0074243941315
0.0105                    -0.0028                  171.27519836681097
0.011                     -0.0028                  158.7920453570904
0.0115                    -0.0028                  147.3951075659258
0.012                     -0.0028                  136.94867796005298
0.0125                    -0.0028                  127.33877133035912
0.013000000000000001      -0.0028                  118.46894841633238
0.0135                    -0.0028                  110.25706828153277
0.014                     -0.0028                  102.63273694489793
0.0145                    -0.0028                  95.53528428972662
0.015                     -0.0028                  88.91214609185553
0.0155                    -0.0028                  82.7175598238098
0.016                     -0.0028                  76.91150577074508
0.0165                    -0.0028                  71.45884165017381
0.017                     -0.0028                  66.32859119702063
0.0175                    -0.0028                  61.493356322823765
0.018000000000000002      -0.0028                  56.928829366321146
0.0185                    -0.0028                  52.61338724966466
0.019                     -0.0028                  48.52775350272898
0.0195                    -0.0028                  44.65471746899746
0.02                      -0.0028                  40.97890285485419
0.0205                    -0.0028                  37.48658040961995
0.021                     -0.0028                  34.165522246285335
0.021500000000000002      -0.0028                  31.004898578590197
0.022                     -0.0028                  27.995222184091148
0.0225                    -0.0028                  25.128353003399226
0.023                     -0.0028                  22.39758746654446
0.0235                    -0.0028                  19.797879494054527
0.024                     -0.0028                  17.32628348996748
0.0245                    -0.0028                  14.982797979819605
0.025                     -0.0028                  12.771976367280187
0.025500000000000002      -0.0028                  10.706082594475411
0.026000000000000002      -0.0028                  8.811459344735955
0.0265                    -0.0028                  7.141406559285255
0.027                     -0.0028                  5.799337405353535
0.0275                    -0.0028                  4.958849072717494
0.028                     -0.0028                  4.798200569607523
0.0285                    -0.0028                  5.307255595508298
0.029                     -0.0028                  6.271966725511742
0.029500000000000002      -0.0028                  7.477848976036788
0.03                      -0.0028                  8.795113632178511
0.0305                    -0.0028                  10.156021858374821
0.031                     -0.0028                  11.525587816518355
0.0315                    -0.0028                  12.885246478137065
0.032                     -0.0028                  14.22488930328244
0.0325                    -0.0028                  15.538965119679615
0.033                     -0.0028                  16.824491701604337
0.0335                    -0.0028                  18.07999177434173
0.034                     -0.0028                  19.304896880693068
0.0345                    -0.0028                  20.499199389195386
0.035                     -0.0028                  21.66324201572726
0.035500000000000004      -0.0028                  22.797586628946053
0.036000000000000004      -0.0028                  23.902930401004998
0.0365                    -0.0028                  24.980051118433657
0.037                     -0.0028                  26.029770945421603
0.0375                    -0.0028                  27.0529321423965
0.038                     -0.0028                  28.050380690290343
0.0385                    -0.0028                  29.022955235315003
0.039                     -0.0028                  29.971479668062354
0.0395                    -0.0028                  30.896758215990953
0.04                      -0.0028                  31.79957229133717
0.0405                    -0.0028                  32.6806785740316
0.041                     -0.0028                  33.54080796765368
0.0415                    -0.0028                  34.38066517349814
0.042                     -0.0028                  35.20092870159604
0.0425                    -0.0028                  36.00225118868927
0.043000000000000003      -0.0028                  36.78525992925476
0.043500000000000004      -0.0028                  37.550557551375
0.044                     -0.0028                  38.298722787734775
0.0445                    -0.0028                  39.03031130536678
0.045                     -0.0028                  39.745856567554576
0.0455                    -0.0028                  40.445870708580365
0.046                     -0.0028                  41.130845407121846
0.0465                    -0.0028                  41.80125274830207
0.047                     -0.0028                  42.45754606713504
0.0475                    -0.0028                  43.1001607684013
0.048                     -0.0028                  43.72951511966421
0.0485                    -0.0028                  44.34601101526934
0.049                     -0.0028                  44.950034710173625
0.0495                    -0.0028                  45.5419575231172
0.05                      -0.0028                  46.122136509123145
0                         -0.0029000000000000002   115.88175855119161
5.0E-4                    -0.0029000000000000002   115.87841655709411
0.001                     -0.0029000000000000002   115.87507463030867
0.0015                    -0.0029000000000000002   115.87173277084104
0.002                     -0.0029000000000000002   115.86839097869711
0.0025                    -0.0029000000000000002   115.86504925388262
0.003                     -0.0029000000000000002   115.86170759640352
0.0035                    -0.0029000000000000002   103.63696811706002
0.004                     -0.0029000000000000002   103.63778472872242
0.0045000000000000005     -0.0029000000000000002   103.63860154406825
0.005                     -0.0029000000000000002   103.6394185630925
0.0055                    -0.0029000000000000002   103.6402357857904
0.006                     -0.0029000000000000002   103.64105321215723
0.006500000000000001      -0.0029000000000000002   103.64187084218806
0.007                     -0.0029000000000000002   103.64268867587809
0.0075                    -0.0029000000000000002   281.0802182687722
0.008                     -0.0029000000000000002   257.0485878637764
0.0085                    -0.0029000000000000002   235.84478206967643
0.009000000000000001      -0.0029000000000000002   216.99754482100528
0.0095                    -0.0029000000000000002   200.13483680507912
0.01                      -0.0029000000000000002   184.9590319289639
0.0105                    -0.0029000000000000002   171.2292006184638
0.011                     -0.0029000000000000002   158.74822506768
0.0115                    -0.0029000000000000002   147.35327587135868
0.012                     -0.0029000000000000002   136.90866966669935
0.0125                    -0.0029000000000000002   127.30044113799248
0.013000000000000001      -0.0029000000000000002   118.43216786939307
0.0135                    -0.0029000000000000002   110.22172328763826
0.014                     -0.0029000000000000002   102.59872573925527
0.0145                    -0.0029000000000000002   95.50251575434231
0.015                     -0.0029000000000000002   88.88053835933097
0.0155                    -0.0029000000000000002   82.68703911188838
0.016                     -0.0029000000000000002   76.88200540627203
0.0165                    -0.0029000000000000002   71.43030124982141
0.017                     -0.0029000000000000002   66.3009559801833
0.0175                    -0.0029000000000000002   61.466576537989255
0.018000000000000002      -0.0029000000000000002   56.902859817094836
0.0185                    -0.0029000000000000002   52.58818691191848
0.019                     -0.0029000000000000002   48.503285228784584
0.0195                    -0.0029000000000000002   44.63094778050482
0.02                      -0.0029000000000000002   40.95580183333725
0.0205                    -0.0029000000000000002   37.46412170332163
0.021                     -0.0029000000000000002   34.14368322768777
0.021500000000000002      -0.0029000000000000002   30.98366071208019
0.022                     -0.0029000000000000002   27.974571704997057
0.0225                    -0.0029000000000000002   25.108282085297994
0.023                     -0.0029000000000000002   22.37809619127144
0.0235                    -0.0029000000000000002   19.77897920403254
0.024                     -0.0029000000000000002   17.308002632709975
0.0245                    -0.0029000000000000002   14.965192662560964
0.025                     -0.0029000000000000002   12.755150243735672
0.025500000000000002      -0.0029000000000000002   10.69022602564287
0.026000000000000002      -0.0029000000000000002   8.79692903323185
0.0265                    -0.0029000000000000002   7.128884108789066
0.027                     -0.0029000000000000002   5.79008021355974
0.0275                    -0.0029000000000000002   4.954698491629614
0.028                     -0.0029000000000000002   4.800298806296658
0.0285                    -0.0029000000000000002   5.314501037409269
0.029                     -0.0029000000000000002   6.282294697445381
0.029500000000000002      -0.0029000000000000002   7.489778688338336
0.03                      -0.0029000000000000002   8.807835746614458
0.0305                    -0.0029000000000000002   10.16911331204527
0.031                     -0.0029000000000000002   11.538821060660114
0.0315                    -0.0029000000000000002   12.898493638528878
0.032                     -0.0029000000000000002   14.238075583743656
0.0325                    -0.0029000000000000002   15.552045428234027
0.033                     -0.0029000000000000002   16.837438358998565
0.0335                    -0.0029000000000000002   18.092787730803128
0.034                     -0.0029000000000000002   19.31753180171639
0.0345                    -0.0029000000000000002   20.51166730514511
0.035                     -0.0029000000000000002   21.675539860283227
0.035500000000000004      -0.0029000000000000002   22.80971330207433
0.036000000000000004      -0.0029000000000000002   23.91488615203103
0.0365                    -0.0029000000000000002   24.991837130398252
0.037                     -0.0029000000000000002   26.041389049411837
0.0375                    -0.0029000000000000002   27.064384617757835
0.038                     -0.0029000000000000002   28.06167012290557
0.0385                    -0.0029000000000000002   29.034084415780725
0.039                     -0.0029000000000000002   29.98245151778358
0.0395                    -0.0029000000000000002   30.907575733162815
0.04                      -0.0029000000000000002   31.810238511173463
0.0405                    -0.0029000000000000002   32.69119653943747
0.041                     -0.0029000000000000002   33.55118070752753
0.0415                    -0.0029000000000000002   34.39089568676008
0.042                     -0.0029000000000000002   35.211019945480345
0.0425                    -0.0029000000000000002   36.012206070243245
0.043000000000000003      -0.0029000000000000002   36.7950812992914
0.043500000000000004      -0.0029000000000000002   37.5602482002958
0.044                     -0.0029000000000000002   38.308285442761246
0.0445                    -0.0029000000000000002   39.039748628871806
0.045                     -0.0029000000000000002   39.75517115625318
0.0455                    -0.0029000000000000002   40.45506509331132
0.046                     -0.0029000000000000002   41.139922053177806
0.0465                    -0.0029000000000000002   41.81021405610403
0.047                     -0.0029000000000000002   42.4663943731788
0.0475                    -0.0029000000000000002   43.108898346449635
0.048                     -0.0029000000000000002   43.73814418205647
0.0485                    -0.0029000000000000002   44.35453371436007
0.049                     -0.0029000000000000002   44.95845313984171
0.0495                    -0.0029000000000000002   45.55027372032199
0.05                      -0.0029000000000000002   46.130352455488215
0                         -0.003                   115.88066818562865
5.0E-4                    -0.003                   115.87732619078557
0.001                     -0.003                   115.87398426325505
0.0015                    -0.003                   115.87064240304301
0.002                     -0.003                   115.86730061015517
0.0025                    -0.003                   115.86395888459752
0.003                     -0.003                   115.86061722637571
0.0035                    -0.003                   115.85727563549578
0.004                     -0.003                   103.63598092113884
0.0045000000000000005     -0.003                   103.63679771969765
0.005                     -0.003                   103.63761472193873
0.0055                    -0.003                   103.63843192785735
0.006                     -0.003                   103.63924933744866
0.006500000000000001      -0.003                   103.64006695070765
0.007                     -0.003                   103.64088476762981
0.0075                    -0.003                   103.64170278821017
0.008                     -0.003                   256.9876243478822
0.0085                    -0.003                   235.7875144825245
0.009000000000000001      -0.003                   216.94356284510667
0.0095                    -0.003                   200.08379494799448
0.01                      -0.003                   184.91063656386558
0.0105                    -0.003                   171.18320011079308
0.011                     -0.003                   158.7044021471262
0.0115                    -0.003                   147.3114416632026
0.012                     -0.003                   136.86865896797886
0.0125                    -0.003                   127.26210864036221
0.013000000000000001      -0.003                   118.39538511027452
0.0135                    -0.003                   110.18637616847933
0.014                     -0.003                   102.56471248997256
0.0145                    -0.003                   95.46974525230367
0.015                     -0.003                   88.84892873317398
0.0155                    -0.003                   82.65651657613641
0.016                     -0.003                   76.852503285013
0.0165                    -0.003                   71.40175915769024
0.017                     -0.003                   66.27331913522951
0.0175                    -0.003                   61.439795188066455
0.018000000000000002      -0.003                   56.87688876608339
0.0185                    -0.003                   52.56298513695164
0.019                     -0.003                   48.47881558474239
0.0195                    -0.003                   44.6071767933382
0.02                      -0.003                   40.93269959102012
0.0205                    -0.003                   37.441661863647575
0.021                     -0.003                   34.121843177173325
0.021500000000000002      -0.003                   30.96242193547386
0.022                     -0.003                   27.95392046769876
0.0225                    -0.003                   25.088210605974293
0.023                     -0.003                   22.358604620998037
0.0235                    -0.003                   19.76007899481333
0.024                     -0.003                   17.289722412038667
0.0245                    -0.003                   14.947588845997974
0.025                     -0.003                   12.738327039351375
0.025500000000000002      -0.003                   10.674374841895997
0.026000000000000002      -0.003                   8.782408630873665
0.0265                    -0.003                   7.116380091002903
0.027                     -0.003                   5.780856349805606
0.0275                    -0.003                   4.950598816123678
0.028                     -0.003                   4.802450388202059
0.0285                    -0.003                   5.321784038351531
0.029                     -0.003                   6.2926445848869665
0.029500000000000002      -0.003                   7.501721042182114
0.03                      -0.003                   8.820565596826128
0.0305                    -0.003                   10.18220986956501
0.031                     -0.003                   11.552057924705636
0.0315                    -0.003                   12.911743534711734
0.032                     -0.003                   14.251264045318324
0.0325                    -0.003                   15.565127553463702
0.033                     -0.003                   16.850386583624875
0.0335                    -0.003                   18.10558507748317
0.034                     -0.003                   19.33016798320962
0.0345                    -0.003                   20.524136383667276
0.035                     -0.003                   21.687838791573107
0.035500000000000004      -0.003                   22.821841001760973
0.036000000000000004      -0.003                   23.926842880819
0.0365                    -0.003                   25.003624079765203
0.037                     -0.003                   26.053008056796553
0.0375                    -0.003                   27.075837967411704
0.038                     -0.003                   28.07296040451959
0.0385                    -0.003                   29.045214422958516
0.039                     -0.003                   29.99342417435982
0.0395                    -0.003                   30.918394039294864
0.04                      -0.003                   31.82090550369521
0.0405                    -0.003                   32.70171526258571
0.041                     -0.003                   33.56155419134278
0.0415                    -0.003                   34.401126931121624
0.042                     -0.003                   35.221111908436306
0.0425                    -0.003                   36.022161659560965
0.043000000000000003      -0.003                   36.80490336640165
0.043500000000000004      -0.003                   37.569939536145576
0.044                     -0.003                   38.3178487750564
0.0445                    -0.003                   39.04918662042419
0.045                     -0.003                   39.764486404148734
0.0455                    -0.003                   40.46426012875199
0.046                     -0.003                   41.14899934177666
0.0465                    -0.003                   41.819175998565306
0.047                     -0.003                   42.47524330627276
0.0475                    -0.003                   43.117636544184286
0.048                     -0.003                   43.74677385700061
0.0485                    -0.003                   44.36305701907937
0.049                     -0.003                   44.96687216841693
0.0495                    -0.003                   45.55859050989964
0.05                      -0.003                   46.13856898786708
0                         -0.0031000000000000003   115.87957782007386
5.0E-4                    -0.0031000000000000003   115.87623582448511
0.001                     -0.0031000000000000003   115.87289389620967
0.0015                    -0.0031000000000000003   115.86955203525315
0.002                     -0.0031000000000000003   115.86621024162149
0.0025                    -0.0031000000000000003   115.8628685153206
0.003                     -0.0031000000000000003   115.85952685635621
0.0035                    -0.0031000000000000003   115.85618526473408
0.004                     -0.0031000000000000003   103.63417711493923
0.0045000000000000005     -0.0031000000000000003   103.63499389671045
0.005                     -0.0031000000000000003   103.63581088216776
0.0055                    -0.0031000000000000003   103.63662807130638
0.006                     -0.0031000000000000003   103.6374454641215
0.006500000000000001      -0.0031000000000000003   103.63826306060827
0.007                     -0.0031000000000000003   103.63908086076184
0.0075                    -0.0031000000000000003   103.6398988645775
0.008                     -0.0031000000000000003   256.92665719797833
0.0085                    -0.0031000000000000003   235.7302434767566
0.009000000000000001      -0.0031000000000000003   216.88957764238165
0.0095                    -0.0031000000000000003   200.03275003597344
0.01                      -0.0031000000000000003   184.86223829875397
0.0105                    -0.0031000000000000003   171.13719684381454
0.011                     -0.0031000000000000003   158.66057659548582
0.0115                    -0.0031000000000000003   147.26960494140343
0.012                     -0.0031000000000000003   136.8286458638802
0.0125                    -0.0031000000000000003   127.22377383749368
0.013000000000000001      -0.0031000000000000003   118.35860013903637
0.0135                    -0.0031000000000000003   110.15102692414268
0.014                     -0.0031000000000000003   102.53069719709195
0.0145                    -0.0031000000000000003   95.43697278365883
0.015                     -0.0031000000000000003   88.81731721346317
0.0155                    -0.0031000000000000003   82.62599221656221
0.016                     -0.0031000000000000003   76.82299940704752
0.0165                    -0.0031000000000000003   71.37321537389353
0.017                     -0.0031000000000000003   66.24568066230789
0.0175                    -0.0031000000000000003   61.41301227324287
0.018000000000000002      -0.0031000000000000003   56.850916213457545
0.0185                    -0.0031000000000000003   52.537781924989154
0.019                     -0.0031000000000000003   48.45434457089212
0.0195                    -0.0031000000000000003   44.58340450778987
0.02                      -0.0031000000000000003   40.90959612830066
0.0205                    -0.0031000000000000003   37.41920089117727
0.021                     -0.0031000000000000003   34.10000209544682
0.021500000000000002      -0.0031000000000000003   30.94118224973995
0.022                     -0.0031000000000000003   27.933268473514648
0.0225                    -0.0031000000000000003   25.068138567250465
0.023                     -0.0031000000000000003   22.3391127583329
0.0235                    -0.0031000000000000003   19.741178870324152
0.024                     -0.0031000000000000003   17.2714428339908
0.0245                    -0.0031000000000000003   14.929986539904954
0.025                     -0.0031000000000000003   12.72150677073974
0.025500000000000002      -0.0031000000000000003   10.658529073020038
0.026000000000000002      -0.0031000000000000003   8.767898193617915
0.0265                    -0.0031000000000000003   7.103894611235734
0.027                     -0.0031000000000000003   5.771665983301678
0.0275                    -0.0031000000000000003   4.946550183341756
0.028                     -0.0031000000000000003   4.804655254136959
0.0285                    -0.0031000000000000003   5.3291044534435015
0.029                     -0.0031000000000000003   6.303016287301313
0.029500000000000002      -0.0031000000000000003   7.513675983294279
0.03                      -0.0031000000000000003   8.833303154289522
0.0305                    -0.0031000000000000003   10.19531151538561
0.031                     -0.0031000000000000003   11.565298399738836
0.0315                    -0.0031000000000000003   12.924996161306145
0.032                     -0.0031000000000000003   14.26445468461569
0.0325                    -0.0031000000000000003   15.578211493142618
0.033                     -0.0031000000000000003   16.863336373983106
0.0335                    -0.0031000000000000003   18.11838381333802
0.034                     -0.0031000000000000003   19.342805424437095
0.0345                    -0.0031000000000000003   20.53660662422443
0.035                     -0.0031000000000000003   21.70013880919233
0.035500000000000004      -0.0031000000000000003   22.83396972770096
0.036000000000000004      -0.0031000000000000003   23.938800587131677
0.0365                    -0.0031000000000000003   25.015411966345965
0.037                     -0.0031000000000000003   26.064627967447862
0.0375                    -0.0031000000000000003   27.087292191242298
0.038                     -0.0031000000000000003   28.084251535036323
0.0385                    -0.0031000000000000003   29.0563452567763
0.039                     -0.0031000000000000003   30.00439763773254
0.0395                    -0.0031000000000000003   30.92921313433652
0.04                      -0.0031000000000000003   31.831573268856843
0.0405                    -0.0031000000000000003   32.71223474345583
0.041                     -0.0031000000000000003   33.57192841907262
0.0415                    -0.0031000000000000003   34.411358906557524
0.042                     -0.0031000000000000003   35.231204590456336
0.0425                    -0.0031000000000000003   36.03211795662645
0.043000000000000003      -0.0031000000000000003   36.8147261305775
0.043500000000000004      -0.0031000000000000003   37.579631558918706
0.044                     -0.0031000000000000003   38.32741278461339
0.0445                    -0.0031000000000000003   39.058625280006396
0.045                     -0.0031000000000000003   39.77380231124195
0.0455                    -0.0031000000000000003   40.47345581489876
0.046                     -0.0031000000000000003   41.15807727290736
0.0465                    -0.0031000000000000003   41.82813857567971
0.047                     -0.0031000000000000003   42.484092866415736
0.0475                    -0.0031000000000000003   43.12637536160239
0.048                     -0.0031000000000000003   43.755404144493966
0.0485                    -0.0031000000000000003   44.37158092942958
0.049                     -0.0031000000000000003   44.975291795899416
0.0495                    -0.0031000000000000003   45.566907891850285
0.05                      -0.0031000000000000003   46.146786106258794
0                         -0.0032                  115.8784874545274
5.0E-4                    -0.0032                  115.87514545819306
0.001                     -0.0032                  115.87180352917247
0.0015                    -0.0032                  115.86846166747154
0.002                     -0.0032                  115.86511987309605
0.0025                    -0.0032                  115.86177814605185
0.003                     -0.0032                  115.85843648634476
0.0035                    -0.0032                  115.85509489398063
0.004                     -0.0032                  103.63237331012346
0.0045000000000000005     -0.0032                  103.6331900751065
0.005                     -0.0032                  103.63400704377952
0.0055                    -0.0032                  103.6348242161376
0.006                     -0.0032                  103.63564159217596
0.006500000000000001      -0.0032                  103.63645917188978
0.007                     -0.0032                  103.63727695527432
0.0075                    -0.0032                  103.63809494232461
0.008                     -0.0032                  256.86568641384844
0.0085                    -0.0032                  235.67296905238027
0.009000000000000001      -0.0032                  216.83558921278004
0.0095                    -0.0032                  199.98170206902606
0.01                      -0.0032                  184.8138371337849
0.0105                    -0.0032                  171.0911908174543
0.011                     -0.0032                  158.61674841269718
0.0115                    -0.0032                  147.22776570608974
0.012                     -0.0032                  136.78863035445875
0.0125                    -0.0032                  127.18543672944362
0.013000000000000001      -0.0032                  118.32181295568007
0.0135                    -0.0032                  110.1156755546648
0.014                     -0.0032                  102.49667986065373
0.0145                    -0.0032                  95.40419834847872
0.015                     -0.0032                  88.78570380027645
0.0155                    -0.0032                  82.59546603325256
0.016                     -0.0032                  76.79349377243764
0.0165                    -0.0032                  71.34466989851019
0.017                     -0.0032                  66.21804056148447
0.0175                    -0.0032                  61.38622779362746
0.018000000000000002      -0.0032                  56.824942159404
0.0185                    -0.0032                  52.5125772762284
0.019                     -0.0032                  48.42987218748392
0.0195                    -0.0032                  44.55963092421708
0.02                      -0.0032                  40.886491445601784
0.0205                    -0.0032                  37.396738786411426
0.021                     -0.0032                  34.07815998323763
0.021500000000000002      -0.0032                  30.91994165581812
0.022                     -0.0032                  27.912615723748004
0.0225                    -0.0032                  25.048065970963798
0.023                     -0.0032                  22.319620605929877
0.0235                    -0.0032                  19.722278834482015
0.024                     -0.0032                  17.253163904669506
0.0245                    -0.0032                  14.912385754103788
0.025                     -0.0032                  12.70468945457844
0.025500000000000002      -0.0032                  10.642688748956772
0.026000000000000002      -0.0032                  8.75339777774109
0.0265                    -0.0032                  7.0914277753537105
0.027                     -0.0032                  5.762509283748762
0.0275                    -0.0032                  4.94255272929954
0.028                     -0.0032                  4.806913341254147
0.0285                    -0.0032                  5.336462137802579
0.029                     -0.0032                  6.31340970456862
0.029500000000000002      -0.0032                  7.525643457679214
0.03                      -0.0032                  8.846048390629806
0.0305                    -0.0032                  10.208418234035136
0.031                     -0.0032                  11.578542476880953
0.0315                    -0.0032                  12.938251512953611
0.032                     -0.0032                  14.27764749825207
0.0325                    -0.0032                  15.591297245052408
0.033                     -0.0032                  16.876287728574056
0.0335                    -0.0032                  18.1311839373189
0.034                     -0.0032                  19.355444124645278
0.0345                    -0.0032                  20.549078026261295
0.035                     -0.0032                  21.712439912736635
0.035500000000000004      -0.0032                  22.846099479585586
0.036000000000000004      -0.0032                  23.95075927073907
0.0365                    -0.0032                  25.027200789963544
0.037                     -0.0032                  26.0762487812099
0.0375                    -0.0032                  27.098747289144036
0.038                     -0.0032                  28.09554351436903
0.0385                    -0.0032                  29.06747691716818
0.039                     -0.0032                  30.015371907839977
0.0395                    -0.0032                  30.940033018243096
0.04                      -0.0032                  31.842241806619263
0.0405                    -0.0032                  32.72275498200383
0.041                     -0.0032                  33.582303390693134
0.0415                    -0.0032                  34.421591613045535
0.042                     -0.0032                  35.241297991510685
0.0425                    -0.0032                  36.04207496142991
0.043000000000000003      -0.0032                  36.8245495918003
0.043500000000000004      -0.0032                  37.58932426859658
0.044                     -0.0032                  38.336977471420504
0.0445                    -0.0032                  39.06806460761557
0.045                     -0.0032                  39.78311887751893
0.0455                    -0.0032                  40.48265215174398
0.046                     -0.0032                  41.16715584657147
0.0465                    -0.0032                  41.83710178745203
0.047                     -0.0032                  42.4929430536
0.0475                    -0.0032                  43.135114798701004
0.048                     -0.0032                  43.764035044529976
0.0485                    -0.0032                  44.380105445404226
0.049                     -0.0032                  44.98371202228756
0.0495                    -0.0032                  45.57522586617062
0.05                      -0.0032                  46.15500381066372
0                         -0.0033                  115.87739708898911
5.0E-4                    -0.0033                  115.87405509190917
0.001                     -0.0033                  115.87071316214359
0.0015                    -0.0033                  115.86737129969816
0.002                     -0.0033                  115.86402950457887
0.0025                    -0.0033                  115.86068777679135
0.003                     -0.0033                  115.85734611634153
0.0035                    -0.0033                  115.85400452323529
0.004                     -0.0033                  103.63056950669176
0.0045000000000000005     -0.0033                  103.63138625488601
0.005                     -0.0033                  103.6322032067741
0.0055                    -0.0033                  103.63302036235099
0.006                     -0.0033                  103.63383772161204
0.006500000000000001      -0.0033                  103.63465528455234
0.007                     -0.0033                  103.6354730511671
0.0075                    -0.0033                  103.63629102145151
0.008                     -0.0033                  256.8047119955733
0.0085                    -0.0033                  235.6156912093383
0.009000000000000001      -0.0033                  216.7815975563113
